"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
1.5e+11;-8.68652e-05;0.000273695
-1.5e+11;-0.000104416;-0.00035386
-1e+11;-0.00277827;0.000983454
-5e+10;-0.0864535;-0.197293
0;1.45787e-15;0
5e+10;-0.0864535;0.197293
1e+11;-0.00277827;-0.000983454
1.5e+11;-0.000104416;0.00035386
-1.5e+11;-0.000122057;-0.000452344
-1e+11;-0.00327992;0.00116
-5e+10;-0.0925057;-0.211917
0;-1.88802e-17;0
5e+10;-0.0925057;0.211917
1e+11;-0.00327992;-0.00116
1.5e+11;-0.000122057;0.000452344
-1.5e+11;-0.000137881;-0.000574096
-1e+11;-0.00385294;0.00135584
-5e+10;-0.0984273;-0.226548
0;6.11261e-16;0
5e+10;-0.0984273;0.226548
1e+11;-0.00385294;-0.00135584
1.5e+11;-0.000137881;0.000574096
-1.5e+11;-0.000148503;-0.00072666
-1e+11;-0.0045148;0.00157161
-5e+10;-0.104184;-0.241183
0;8.52454e-16;0
5e+10;-0.104184;0.241183
1e+11;-0.0045148;-0.00157161
1.5e+11;-0.000148503;0.00072666
-1.5e+11;-0.000156257;-0.000914279
-1e+11;-0.00528109;0.00181289
-5e+10;-0.109739;-0.255822
0;6.64323e-16;0
5e+10;-0.109739;0.255822
1e+11;-0.00528109;-0.00181289
1.5e+11;-0.000156257;0.000914279
-1.5e+11;-0.000162165;-0.00113957
-1e+11;-0.00616258;0.00208266
-5e+10;-0.115068;-0.270469
0;-7.90457e-16;0
5e+10;-0.115068;0.270469
1e+11;-0.00616258;-0.00208266
1.5e+11;-0.000162165;0.00113957
-1.5e+11;-0.000161058;-0.00140856
-1e+11;-0.00717317;0.00237842
-5e+10;-0.120146;-0.285121
0;1.60298e-17;0
5e+10;-0.120146;0.285121
1e+11;-0.00717317;-0.00237842
1.5e+11;-0.000161058;0.00140856
-1.5e+11;-0.000139656;-0.00173523
-1e+11;-0.00833965;0.00269277
-5e+10;-0.124938;-0.299762
0;3.8505e-17;0
5e+10;-0.124938;0.299762
1e+11;-0.00833965;-0.00269277
1.5e+11;-0.000139656;0.00173523
-1.5e+11;-5.70716e-05;-0.00216114
-1e+11;-0.0097297;0.00300147
-5e+10;-0.129377;-0.314316
0;-1.75734e-16;0
5e+10;-0.129377;0.314316
1e+11;-0.0097297;-0.00300147
1.5e+11;-5.70716e-05;0.00216114
-1.5e+11;0.000227651;-0.00282787
-1e+11;-0.0115529;0.0032184
-5e+10;-0.133306;-0.328489
0;4.90643e-15;0
5e+10;-0.133306;0.328489
1e+11;-0.0115529;-0.0032184
1.5e+11;0.000227651;0.00282787
-1.5e+11;0.0010091;-0.00403928
-1e+11;-0.01426;0.00316633
-5e+10;-0.136394;-0.341608
0;-1.28671e-14;0
5e+10;-0.136394;0.341608
1e+11;-0.01426;-0.00316633
1.5e+11;0.0010091;0.00403928
-1.5e+11;0.00225326;-0.0058707
-1e+11;-0.0180644;0.00291774
-5e+10;-0.138327;-0.353314
0;3.20684e-16;0
5e+10;-0.138327;0.353314
1e+11;-0.0180644;-0.00291774
1.5e+11;0.00225326;0.0058707
-1.5e+11;0.00352206;-0.00806363
-1e+11;-0.0227667;0.00282726
-5e+10;-0.138965;-0.363865
0;2.22761e-14;0
5e+10;-0.138965;0.363865
1e+11;-0.0227667;-0.00282726
1.5e+11;0.00352206;0.00806363
-1.5e+11;0.00458299;-0.0104178
-1e+11;-0.0281128;0.00304392
-5e+10;-0.138434;-0.373602
0;-6.12205e-14;0
5e+10;-0.138434;0.373602
1e+11;-0.0281128;-0.00304392
1.5e+11;0.00458299;0.0104178
-1.5e+11;0.00545846;-0.0128546
-1e+11;-0.0338986;0.00348927
-5e+10;-0.137027;-0.382798
0;7.17792e-14;0
5e+10;-0.137027;0.382798
1e+11;-0.0338986;-0.00348927
1.5e+11;0.00545846;0.0128546
-1.5e+11;0.00621728;-0.0153398
-1e+11;-0.0399855;0.00405543
-5e+10;-0.134993;-0.391626
0;-4.88286e-14;0
5e+10;-0.134993;0.391626
1e+11;-0.0399855;-0.00405543
1.5e+11;0.00621728;0.0153398
-1.5e+11;0.00690415;-0.017847
-1e+11;-0.0462825;0.00466445
-5e+10;-0.132491;-0.400183
0;-2.4949e-14;0
5e+10;-0.132491;0.400183
1e+11;-0.0462825;-0.00466445
1.5e+11;0.00690415;0.017847
-1.5e+11;0.00754218;-0.020353
-1e+11;-0.052728;0.00526442
-5e+10;-0.12962;-0.408519
0;-2.03728e-13;0
5e+10;-0.12962;0.408519
1e+11;-0.052728;-0.00526442
1.5e+11;0.00754218;0.020353
-1.5e+11;0.00814524;-0.0228441
-1e+11;-0.0592848;0.00582502
-5e+10;-0.126438;-0.416667
0;-2.48424e-13;0
5e+10;-0.126438;0.416667
1e+11;-0.0592848;-0.00582502
1.5e+11;0.00814524;0.0228441
-1.5e+11;0.00872013;-0.0253073
-1e+11;-0.0659255;0.0063238
-5e+10;-0.122986;-0.424647
0;-2.23953e-13;0
5e+10;-0.122986;0.424647
1e+11;-0.0659255;-0.0063238
1.5e+11;0.00872013;0.0253073
-1.5e+11;0.00926717;-0.0277244
-1e+11;-0.0726232;0.00673812
-5e+10;-0.119295;-0.432462
0;-8.15291e-14;0
5e+10;-0.119295;0.432462
1e+11;-0.0726232;-0.00673812
1.5e+11;0.00926717;0.0277244
-1.5e+11;0.00977244;-0.0300517
-1e+11;-0.0793313;0.00702959
-5e+10;-0.115413;-0.440083
0;6.86101e-13;0
5e+10;-0.115413;0.440083
1e+11;-0.0793313;-0.00702959
1.5e+11;0.00977244;0.0300517
-1.5e+11;0.0101734;-0.0321482
-1e+11;-0.0859149;0.0070989
-5e+10;-0.111487;-0.447389
0;-1.63778e-13;0
5e+10;-0.111487;0.447389
1e+11;-0.0859149;-0.0070989
1.5e+11;0.0101734;0.0321482
-1.5e+11;0.0102946;-0.0336482
-1e+11;-0.092029;0.00671469
-5e+10;-0.107928;-0.454049
0;1.81934e-13;0
5e+10;-0.107928;0.454049
1e+11;-0.092029;-0.00671469
1.5e+11;0.0102946;0.0336482
-1.5e+11;0.00997706;-0.0342332
-1e+11;-0.0973567;0.0056924
-5e+10;-0.105148;-0.459785
0;-4.71662e-14;0
5e+10;-0.105148;0.459785
1e+11;-0.0973567;-0.0056924
1.5e+11;0.00997706;0.0342332
-1.5e+11;0.0092994;-0.0340796
-1e+11;-0.102033;0.00416611
-5e+10;-0.103038;-0.46478
0;5.60979e-13;0
5e+10;-0.103038;0.46478
1e+11;-0.102033;-0.00416611
1.5e+11;0.0092994;0.0340796
-1.5e+11;0.00840299;-0.0334866
-1e+11;-0.106314;0.00233845
-5e+10;-0.101324;-0.46932
0;1.71219e-12;0
5e+10;-0.101324;0.46932
1e+11;-0.106314;-0.00233845
1.5e+11;0.00840299;0.0334866
-1.5e+11;0.00737525;-0.0326389
-1e+11;-0.11036;0.000333747
-5e+10;-0.099839;-0.473585
0;4.87767e-13;0
5e+10;-0.099839;0.473585
1e+11;-0.11036;-0.000333747
1.5e+11;0.00737525;0.0326389
-1.5e+11;0.00626306;-0.0316377
-1e+11;-0.114255;-0.00177842
-5e+10;-0.0984991;-0.47767
0;8.54616e-16;0
5e+10;-0.0984991;0.47767
1e+11;-0.114255;0.00177842
1.5e+11;0.00626306;0.0316377
-1.5e+11;0.00509276;-0.0305423
-1e+11;-0.118046;-0.00395482
-5e+10;-0.0972666;-0.481636
0;7.96147e-13;0
5e+10;-0.0972666;0.481636
1e+11;-0.118046;0.00395482
1.5e+11;0.00509276;0.0305423
